2026-08-18 21:49:11,697 | INFO | src.embedders.embedding_generator | Loading embedding model: all-MiniLM-L6-v2
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:00,938 | INFO | src.storage.jsonl_store | Finished saving 12 objects
2026-08-22 21:05:00,938 | INFO | src.pipelines.dataset_pipeline | chunk Length=12
2026-08-22 21:05:00,938 | INFO | src.embedders.embedding_generator | Loading embedding model: all-MiniLM-L6-v2
2026-08-22 21:05:00,938 | INFO | sentence_transformers.base.model | No device provided, using cpu
2026-08-22 21:05:01,391 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:01,449 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/modules.json "HTTP/1.1 200 OK"
2026-08-22 21:05:01,726 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:01,782 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-08-22 21:05:01,782 | INFO | sentence_transformers.base.model | Loading SentenceTransformer model from sentence-transformers/all-MiniLM-L6-v2.
2026-08-22 21:05:02,061 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:02,123 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-08-22 21:05:02,389 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:02,456 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/README.md "HTTP/1.1 200 OK"
2026-08-22 21:05:02,814 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:02,877 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/modules.json "HTTP/1.1 200 OK"
2026-08-22 21:05:03,166 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/sentence_bert_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:03,214 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/sentence_bert_config.json "HTTP/1.1 200 OK"
2026-08-22 21:05:03,695 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/adapter_config.json "HTTP/1.1 404 Not Found"
2026-08-22 21:05:04,094 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:04,158 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config.json "HTTP/1.1 200 OK"
2026-08-22 21:05:04,494 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-08-22 21:05:04,894 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-22 21:05:05,183 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-22 21:05:05,471 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-22 21:05:05,759 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:05,839 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/tokenizer_config.json "HTTP/1.1 200 OK"
2026-08-22 21:05:06,144 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:06,208 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config.json "HTTP/1.1 200 OK"
2026-08-22 21:05:06,497 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:06,641 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config.json "HTTP/1.1 200 OK"
2026-08-22 21:05:06,930 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:07,026 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/tokenizer_config.json "HTTP/1.1 200 OK"
2026-08-22 21:05:07,313 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-08-22 21:05:07,586 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-08-22 21:05:07,907 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/1_Pooling/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:07,971 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/1_Pooling%2Fconfig.json "HTTP/1.1 200 OK"
2026-08-22 21:05:08,292 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2 "HTTP/1.1 200 OK"
2026-08-22 21:05:08,297 | INFO | src.embedders.embedding_generator | Embedding model loaded successfully
2026-08-22 21:05:08,297 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=279a124e-e784-425e-bf7e-bbe5551ae3ef_chunk_1)
2026-08-22 21:05:08,519 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-22 21:05:08,519 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:08,519 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=279a124e-e784-425e-bf7e-bbe5551ae3ef_chunk_2)
2026-08-22 21:05:08,530 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-22 21:05:08,530 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:08,530 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=279a124e-e784-425e-bf7e-bbe5551ae3ef_chunk_3)
2026-08-22 21:05:08,562 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-22 21:05:08,562 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:08,562 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=279a124e-e784-425e-bf7e-bbe5551ae3ef_chunk_4)
2026-08-22 21:05:08,595 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-22 21:05:08,595 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:08,595 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=279a124e-e784-425e-bf7e-bbe5551ae3ef_chunk_5)
2026-08-22 21:05:08,618 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-22 21:05:08,620 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:08,620 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=279a124e-e784-425e-bf7e-bbe5551ae3ef_chunk_6)
2026-08-22 21:05:08,641 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-22 21:05:08,641 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:08,641 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=279a124e-e784-425e-bf7e-bbe5551ae3ef_chunk_7)
2026-08-22 21:05:08,657 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-22 21:05:08,657 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:08,657 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=279a124e-e784-425e-bf7e-bbe5551ae3ef_chunk_8)
2026-08-22 21:05:08,679 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-22 21:05:08,679 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:08,679 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=279a124e-e784-425e-bf7e-bbe5551ae3ef_chunk_9)
2026-08-22 21:05:08,688 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-22 21:05:08,688 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:08,688 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=279a124e-e784-425e-bf7e-bbe5551ae3ef_chunk_10)
2026-08-22 21:05:08,721 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-22 21:05:08,721 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:08,721 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=279a124e-e784-425e-bf7e-bbe5551ae3ef_chunk_11)
2026-08-22 21:05:08,742 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-22 21:05:08,744 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:08,744 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=279a124e-e784-425e-bf7e-bbe5551ae3ef_chunk_12)
2026-08-22 21:05:08,762 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-22 21:05:08,762 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:08,762 | INFO | src.pipelines.dataset_pipeline | embedding Length=12
2026-08-22 21:05:08,762 | INFO | src.pipelines.dataset_pipeline | Processing URL: https://www.programiz.com/python-programming
2026-08-22 21:05:08,762 | INFO | src.collectors.docs_collector | Collecting document from https://www.programiz.com/python-programming
2026-08-22 21:05:09,742 | INFO | src.collectors.docs_collector | Successfully downloaded page
2026-08-22 21:05:09,789 | INFO | src.collectors.docs_collector | Document created successfully (id=bf9441df-78f2-42ef-8774-d7b03e3cb643)
2026-08-22 21:05:09,789 | INFO | src.cleaners.document_cleaner | Cleaning document (id=bf9441df-78f2-42ef-8774-d7b03e3cb643)
2026-08-22 21:05:09,789 | INFO | src.cleaners.document_cleaner | Finished cleaning document (id=bf9441df-78f2-42ef-8774-d7b03e3cb643)
2026-08-22 21:05:09,789 | INFO | src.validator.document_validator | Validating document (id=bf9441df-78f2-42ef-8774-d7b03e3cb643)
2026-08-22 21:05:09,789 | INFO | src.enrichers.document_enricher | Enriching document (id=bf9441df-78f2-42ef-8774-d7b03e3cb643)
2026-08-22 21:05:09,789 | INFO | src.enrichers.document_enricher | Enrichment completed (id=bf9441df-78f2-42ef-8774-d7b03e3cb643, words=1034, chars=6598, quality=1.00)
2026-08-22 21:05:09,789 | INFO | src.storage.jsonl_store | Saving object to data/raw/documents.jsonl
2026-08-22 21:05:09,789 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,789 | INFO | src.pipelines.dataset_pipeline | Saved document (id=bf9441df-78f2-42ef-8774-d7b03e3cb643, title='Learn Python Programming')
2026-08-22 21:05:09,789 | INFO | src.chunkers.document_chunker | Starting chunking for document (id=bf9441df-78f2-42ef-8774-d7b03e3cb643)
2026-08-22 21:05:09,789 | INFO | src.chunkers.document_chunker | Chunking completed (id=bf9441df-78f2-42ef-8774-d7b03e3cb643, chunks=33)
2026-08-22 21:05:09,789 | INFO | src.storage.jsonl_store | Saving 33 objects
2026-08-22 21:05:09,789 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,789 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,789 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,789 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,789 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,789 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,789 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,789 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,789 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,802 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,802 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,802 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,802 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,802 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,802 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,802 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,802 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,805 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,811 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:09,982 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:09,996 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:10,000 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:10,000 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:10,000 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:10,002 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:10,002 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:10,002 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:10,002 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:10,004 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:10,005 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:10,019 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:10,025 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-22 21:05:10,036 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-22 21:05:10,041 | INFO | src.storage.jsonl_store | Finished saving 33 objects
2026-08-22 21:05:10,041 | INFO | src.pipelines.dataset_pipeline | chunk Length=33
2026-08-22 21:05:10,042 | INFO | src.embedders.embedding_generator | Loading embedding model: all-MiniLM-L6-v2
2026-08-22 21:05:10,044 | INFO | sentence_transformers.base.model | No device provided, using cpu
2026-08-22 21:05:10,501 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:10,550 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/modules.json "HTTP/1.1 200 OK"
2026-08-22 21:05:10,822 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:10,893 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-08-22 21:05:10,893 | INFO | sentence_transformers.base.model | Loading SentenceTransformer model from sentence-transformers/all-MiniLM-L6-v2.
2026-08-22 21:05:11,289 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:11,357 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-08-22 21:05:11,658 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:11,714 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/README.md "HTTP/1.1 200 OK"
2026-08-22 21:05:12,018 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:12,073 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/modules.json "HTTP/1.1 200 OK"
2026-08-22 21:05:12,354 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/sentence_bert_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:12,403 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/sentence_bert_config.json "HTTP/1.1 200 OK"
2026-08-22 21:05:12,692 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/adapter_config.json "HTTP/1.1 404 Not Found"
2026-08-22 21:05:12,966 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:13,012 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config.json "HTTP/1.1 200 OK"
2026-08-22 21:05:13,332 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-08-22 21:05:13,700 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-22 21:05:13,988 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-22 21:05:14,277 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-22 21:05:14,566 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:14,614 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/tokenizer_config.json "HTTP/1.1 200 OK"
2026-08-22 21:05:14,902 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:14,966 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config.json "HTTP/1.1 200 OK"
2026-08-22 21:05:15,272 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:15,336 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config.json "HTTP/1.1 200 OK"
2026-08-22 21:05:15,625 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-22 21:05:15,689 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/tokenizer_config.json "HTTP/1.1 200 OK"
